,Website,Link,Link Load Time,Status,Link is dead/timed out
0,https://www.isro.gov.in/,https://www.isro.gov.in/,0.23392882347106933,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Sitemap.html,0.2013319969177246,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/contact.html,0.19199204444885254,200,N
0,https://www.isro.gov.in/,https://feedback.isro.gov.in/ISROAPP/fFBF,0.14291296005249024,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/RTI.html,0.13310575485229492,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Careers.html,0.1474827766418457,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Tenders.html,0.4151161193847656,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/FAQ.html,0.1292099952697754,200,N
0,https://www.isro.gov.in/,https://www.facebook.com/ISRO,1.2354791164398193,200,N
0,https://www.isro.gov.in/,https://twitter.com/isro,0.9525501728057861,200,N
0,https://www.isro.gov.in/,https://www.youtube.com/channel/UCw5hEVOTfz_AfzsNFWyNlNg,2.3309653759002686,200,N
0,https://www.isro.gov.in/,https://www.instagram.com/accounts/login/?next=/isro.dos/,0.7914276123046875,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/#main,0.014334297180175782,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/#,0.012340497970581055,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/,0.23020558357238768,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/ISRO_HINDI/,0.27054200172424314,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Sitemap.html,0.21595182418823242,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/contact.html,0.2205193042755127,200,N
0,https://www.isro.gov.in/,https://feedback.isro.gov.in/fFBF,0.07886919975280762,404,Y
0,https://www.isro.gov.in/,https://www.isro.gov.in/RTI.html,0.22093024253845214,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Careers.html,0.23222265243530274,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Tenders.html,0.4208966255187988,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/FAQ.html,0.22667627334594725,200,N
0,https://www.isro.gov.in/,https://www.facebook.com/ISRO,0.7024893283843994,200,N
0,https://www.isro.gov.in/,https://twitter.com/isro,0.4521780014038086,200,N
0,https://www.isro.gov.in/,https://www.youtube.com/channel/UCw5hEVOTfz_AfzsNFWyNlNg,1.310448408126831,200,N
0,https://www.isro.gov.in/,https://www.instagram.com/accounts/login/?next=/isro.dos/,0.5800103187561035,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/#main,0.012460041046142577,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/index.html,0.16808886528015138,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/,0.15773625373840333,200,N
0,https://www.isro.gov.in/,https://www.india.gov.in/,0.7028919696807862,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/index.html,0.15243024826049806,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/#,0.01396164894104004,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/profile.html,0.12643327713012695,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Vision-Mission-Objectives.html,0.12647709846496583,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/citizencharter.html,0.1271444320678711,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/organisation.html,0.1280724048614502,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/isro_centre.html,0.1728001594543457,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/leadership.html,0.1375751495361328,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/formerchairman.html,0.14630718231201173,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/SpaceCommision.html,0.13255014419555664,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/autonomous.html,0.13336677551269532,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/genesis.html,0.18409628868103028,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Timeline.html,0.2834935665130615,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/whoswho.html,0.17943935394287108,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/contact.html,0.17945647239685059,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/#,0.01611466407775879,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Mission.html,0.15331854820251464,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Science.html,0.13514461517333984,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Launchers.html,0.15783119201660156,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Satellites.html,0.13423738479614258,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Payloads.html,0.14405221939086915,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/researchdevelopment.html,0.13300695419311523,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Gaganyaan.html,0.1790006637573242,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/GroundSegmentActivities.html,0.20684175491333007,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Authorisation.html,0.20256409645080567,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/InternationalCoOperation.html,0.21430425643920897,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/CapacityBuilding.html,0.21031403541564941,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Training.html,0.27861728668212893,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Outreach.html,0.215378999710083,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/#,0.011348819732666016,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/launchservices.html,0.20993618965148925,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/SatelliteSystemBusSubSystemTesting.html,0.2166518211364746,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/missionsupport.html,0.27066311836242674,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/GroundSystemSupport.html,0.21306629180908204,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/SatelliteCommunicationApplications.html,0.21379637718200684,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/SpaceBasedEarthObservationServices.html,0.19479541778564452,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/SatelliteNavigationServices.html,0.127411413192749,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/MeteorologicalOceanographicApplications.html,0.12330813407897949,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/DisaterManagementNationalInternational.html,0.14346809387207032,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/AerialServicesDigitalMapping.html,0.12389211654663086,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/North-EastIndiaRegionSpecificApplications.html,0.12686491012573242,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/VedasServices.html,0.12949204444885254,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/TransferOrbitService.html,0.12907004356384277,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/SatelliteAidedSearchAndRescue.html,0.1629939079284668,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/#,0.013905668258666992,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/AcademicCourses.html,0.1660090923309326,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Fellowships.html,0.14054498672485352,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/isrochairs.html,0.12821426391601562,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Outreach.html,0.13288822174072265,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Merchandise.html,0.16138358116149903,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/spacetutor.html,0.13117637634277343,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/SpaceOnWheels.html,0.16814250946044923,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/SponsoredResearch.html,0.13297653198242188,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/Student_Program_Satellite.html,0.13498549461364745,200,N
0,https://www.isro.gov.in/,https://www.prl.res.in/prl-eng/summer_internship,0.45507230758666994,403,Y
0,https://www.isro.gov.in/,https://www.isro.gov.in/TechnologyTransfer.html,0.21531286239624023,200,N
0,https://www.isro.gov.in/,https://www.isro.gov.in/UNNATI.html,0.20869865417480468,200,N
0,https://www.isro.gov.in/,https://www.prl.res.in/Vikas/,0.28195648193359374,200,N
